ticket_id,text,category,priority,channel,sentiment,resolution_status,response_time_hours,resolution_time_hours,customer_satisfaction,word_count,char_count,cleaned_text,text_length,unique_words
TKT-3634,"Hi there, Dashboard is not loading any data for me This is affecting my work significantly.",Technical Support,High,Phone,Positive,Pending,0.5,6.04,3,16,91,dashboard loading data affecting work significantly,91,6
TKT-3635,"To whom it may concern, Does your product comply with GDPR regulations Please let me know what steps I should take.",Product Information,Medium,Email,Negative,Resolved,44.97,54.94,5,21,115,may concern product comply gdpr regulation please let know step take,115,11
TKT-3636,"Dear Support, I cannot verify my email address with the link sent Please let me know what steps I should take.",Account Management,Low,Email,Neutral,Resolved,14.35,26.66,4,21,110,dear support cannot verify email address link sent please let know step take,110,13
TKT-3637,"Dear team, My promo code is not being applied to my bill Looking forward to your prompt response.",Billing & Payments,Medium,Email,Positive,Pending,3.06,42.04,3,18,97,dear team promo code applied bill looking forward prompt response,97,10
TKT-3638,"Hi team, I keep getting disconnected from the server Please help me resolve this as soon as possible.",Technical Support,Medium,Chat,Positive,Pending,1.75,18.61,4,18,101,team keep getting disconnected server please help resolve soon possible,101,10
TKT-3639,"Good day, My profile picture is not updating correctly I need urgent assistance with this.",Account Management,Medium,Email,Positive,Resolved,8.74,75.48,4,15,90,good day profile picture updating correctly need urgent assistance,90,9
TKT-3640,"Hi, The mobile app is very slow and unresponsive Looking forward to your prompt response.",Technical Support,Medium,Chat,Negative,Resolved,3.64,37.33,4,15,89,mobile app slow unresponsive looking forward prompt response,89,8
TKT-3641,"To whom it may concern, Does your product comply with GDPR regulations Please help me resolve this as soon as possible.",Product Information,Medium,Phone,Negative,Pending,9.25,31.57,2,21,119,may concern product comply gdpr regulation please help resolve soon possible,119,11
TKT-3642,"Good day, Dashboard is not loading any data for me",Technical Support,Medium,Web Form,Negative,Resolved,1.92,27.48,5,10,50,good day dashboard loading data,50,5
TKT-3643,"Hello, I was denied a refund but the product is faulty Thank you for your help.",Returns & Refunds,Medium,Email,Negative,Escalated,1.67,6.7,2,16,79,hello denied refund product faulty thank help,79,7
TKT-3644,"Dear team, Can I use the product offline without internet connection Looking forward to your prompt response.",Product Information,Medium,Chat,Negative,Resolved,17.63,46.23,4,17,109,dear team use product offline without internet connection looking forward prompt response,109,12
TKT-3645,I cannot verify my email address with the link sent Thank you for your help.,Account Management,Low,Chat,Neutral,Resolved,55.45,226.1,5,15,76,cannot verify email address link sent thank help,76,8
TKT-3646,"Hello, I cannot log in to my account after the update Please help me resolve this as soon as possible.",Technical Support,Medium,Email,Negative,Resolved,5.04,7.69,4,20,102,hello cannot log account update please help resolve soon possible,102,10
TKT-3647,"To whom it may concern, The website is showing a 500 internal server error Please help me resolve this as soon as possible.",Technical Support,Medium,Web Form,Negative,Resolved,3.12,10.75,4,23,123,may concern website showing internal server error please help resolve soon possible,123,12
TKT-3648,"Hi, How do I initiate a return for an online purchase I have been waiting for a while now.",Returns & Refunds,Medium,Chat,Positive,Resolved,4.82,49.71,4,19,90,initiate return online purchase waiting,90,5
TKT-3649,"Hi, Do you offer any educational or nonprofit discounts Thank you for your help.",Product Information,Low,Phone,Negative,Resolved,36.33,274.01,4,14,80,offer educational nonprofit discount thank help,80,6
TKT-3650,"Hi there, Is there a free trial available for your enterprise plan",Product Information,Medium,Chat,Neutral,Pending,6.91,76.54,2,12,66,free trial available enterprise plan,66,5
TKT-3651,"Good day, I was billed after cancelling my account Looking forward to your prompt response.",Billing & Payments,High,Chat,Negative,Resolved,1.8,63.54,3,15,91,good day billed cancelling account looking forward prompt response,91,9
TKT-3652,"Dear Support, Please process my refund to the original payment method This is affecting my work significantly.",Returns & Refunds,Medium,Phone,Negative,Escalated,12.39,16.86,1,17,110,dear support please process refund original payment method affecting work significantly,110,11
TKT-3653,"Hi there, Please help me delete my account permanently This is affecting my work significantly.",Account Management,Low,Phone,Negative,Pending,25.35,76.28,2,15,95,please help delete account permanently affecting work significantly,95,8
TKT-3654,"Good day, The return window has passed but the item is broken",Returns & Refunds,Medium,Email,Positive,Pending,14.53,56.96,3,12,61,good day return window passed item broken,61,7
TKT-3655,The item I received is defective and I need replacement Looking forward to your prompt response.,Returns & Refunds,Low,Phone,Neutral,Resolved,2.9,130.09,5,16,96,item received defective need replacement looking forward prompt response,96,9
TKT-3656,"Dear Support, I cannot install the application on my laptop This is affecting my work significantly.",Technical Support,Low,Phone,Negative,Pending,5.03,17.37,2,16,100,dear support cannot install application laptop affecting work significantly,100,9
TKT-3657,"Hi team, I need a refund for the payment made last week Please help me resolve this as soon as possible.",Billing & Payments,Medium,Web Form,Negative,Pending,0.73,1.73,3,21,104,team need refund payment made last week please help resolve soon possible,104,12
TKT-3658,"Dear Support, My account has been locked and I cannot access it Thank you for your help.",Account Management,Low,Email,Neutral,Resolved,24.7,53.01,5,17,88,dear support account locked cannot access thank help,88,8
TKT-3659,"Good day, The payment gateway keeps showing an error I need urgent assistance with this.",Billing & Payments,High,Chat,Neutral,Escalated,10.25,13.05,2,15,88,good day payment gateway keep showing error need urgent assistance,88,10
TKT-3660,"Hi team, I was billed after cancelling my account Please let me know what steps I should take.",Billing & Payments,Medium,Chat,Negative,Resolved,29.3,46.34,4,18,94,team billed cancelling account please let know step take,94,9
TKT-3661,"Good day, The replacement item also arrived damaged This is affecting my work significantly.",Returns & Refunds,Medium,Chat,Negative,Resolved,38.49,85.99,3,14,92,good day replacement item also arrived damaged affecting work significantly,92,10
TKT-3662,"Dear team, I cannot verify my email address with the link sent Please help me resolve this as soon as possible.",Account Management,Low,Web Form,Negative,Pending,8.69,106.2,3,21,111,dear team cannot verify email address link sent please help resolve soon possible,111,13
TKT-3663,"Hi, Can I expedite the shipping on my recent order Please let me know what steps I should take.",Shipping & Delivery,Low,Chat,Negative,Resolved,42.13,170.94,5,19,95,expedite shipping recent order please let know step take,95,9
TKT-3664,"To whom it may concern, I cannot find my billing history on the portal Please let me know what steps I should take.",Billing & Payments,High,Phone,Neutral,Resolved,2.69,6.09,4,23,115,may concern cannot find billing history portal please let know step take,115,12
TKT-3665,"Hi team, My profile picture is not updating correctly This is affecting my work significantly.",Account Management,Low,Email,Negative,Resolved,75.24,183.25,5,15,94,team profile picture updating correctly affecting work significantly,94,8
TKT-3666,"Dear Support, I forgot my password and need to reset it Please help me resolve this as soon as possible.",Account Management,Medium,Chat,Negative,Pending,38.97,46.63,4,20,104,dear support forgot password need reset please help resolve soon possible,104,11
TKT-3667,"To whom it may concern, I was charged twice for my subscription this month This is affecting my work significantly.",Billing & Payments,Medium,Chat,Negative,Resolved,11.34,230.06,5,20,115,may concern charged twice subscription month affecting work significantly,115,9
TKT-3668,"Hi there, My account shows wrong subscription plan I need urgent assistance with this.",Account Management,Critical,Chat,Neutral,Escalated,1.91,2.91,2,14,86,account show wrong subscription plan need urgent assistance,86,8
TKT-3669,"Hi there, Does the product support integration with Salesforce",Product Information,Critical,Phone,Negative,Pending,0.5,4.34,3,9,62,product support integration salesforce,62,4
TKT-3670,"Hi there, Please update my personal information in the system I need urgent assistance with this.",Account Management,Low,Phone,Positive,Resolved,3.67,49.07,4,16,97,please update personal information system need urgent assistance,97,8
TKT-3671,"Hi, I want to upgrade my plan but billing is confusing Looking forward to your prompt response.",Billing & Payments,Medium,Chat,Negative,Pending,7.49,25.75,4,17,95,want upgrade plan billing confusing looking forward prompt response,95,9
TKT-3672,"To whom it may concern, Please update my personal information in the system I have been waiting for a while now.",Account Management,Medium,Chat,Neutral,Pending,22.53,36.83,3,21,112,may concern please update personal information system waiting,112,8
TKT-3673,"Hi there, Dashboard is not loading any data for me This is affecting my work significantly.",Technical Support,Low,Phone,Neutral,Resolved,81.91,126.39,5,16,91,dashboard loading data affecting work significantly,91,6
TKT-3674,"Hello, Can I expedite the shipping on my recent order I need urgent assistance with this.",Shipping & Delivery,Medium,Email,Negative,Pending,14.99,42.6,2,16,89,hello expedite shipping recent order need urgent assistance,89,8
TKT-3675,"Hello, Dashboard is not loading any data for me Please help me resolve this as soon as possible.",Technical Support,Low,Phone,Negative,Escalated,96.13,214.4,1,18,96,hello dashboard loading data please help resolve soon possible,96,9
TKT-3676,"Good day, I need to schedule a redelivery for my parcel This is affecting my work significantly.",Shipping & Delivery,Low,Email,Positive,Resolved,16.81,152.22,5,17,96,good day need schedule redelivery parcel affecting work significantly,96,9
TKT-3677,"Hello, I sent the return package but got no confirmation I need urgent assistance with this.",Returns & Refunds,Medium,Web Form,Negative,Resolved,7.26,18.95,5,16,92,hello sent return package got confirmation need urgent assistance,92,9
TKT-3678,"To whom it may concern, My package was returned to sender by mistake Please let me know what steps I should take.",Shipping & Delivery,Medium,Phone,Negative,Resolved,63.65,64.65,5,22,113,may concern package returned sender mistake please let know step take,113,11
TKT-3679,"Good day, I sent the return package but got no confirmation Looking forward to your prompt response.",Returns & Refunds,Low,Phone,Neutral,Resolved,1.25,59.3,4,17,100,good day sent return package got confirmation looking forward prompt response,100,11
TKT-3680,"Good day, I need a refund for the payment made last week Thank you for your help.",Billing & Payments,Low,Email,Negative,Resolved,7.72,71.35,5,17,81,good day need refund payment made last week thank help,81,10
TKT-3681,"Hi there, The courier left my package in the wrong location I have been waiting for a while now.",Shipping & Delivery,Low,Email,Neutral,Resolved,51.74,163.32,5,19,96,courier left package wrong location waiting,96,6
TKT-3682,"Hello, My account shows wrong subscription plan Thank you for your help.",Account Management,Medium,Chat,Negative,Pending,18.42,68.19,3,12,72,hello account show wrong subscription plan thank help,72,8
TKT-3683,"Hi team, My promo code is not being applied to my bill Please help me resolve this as soon as possible.",Billing & Payments,Medium,Phone,Negative,Resolved,19.59,81.75,4,21,103,team promo code applied bill please help resolve soon possible,103,10
TKT-3684,"Hi there, I cannot install the application on my laptop Looking forward to your prompt response.",Technical Support,Low,Web Form,Positive,Pending,25.25,36.46,4,16,96,cannot install application laptop looking forward prompt response,96,8
TKT-3685,"Hi, I forgot my password and need to reset it This is affecting my work significantly.",Account Management,Critical,Phone,Neutral,Resolved,1.33,11.64,3,16,86,forgot password need reset affecting work significantly,86,7
TKT-3686,"Dear team, The return window has passed but the item is broken I need urgent assistance with this.",Returns & Refunds,Medium,Web Form,Negative,Pending,45.8,71.63,4,18,98,dear team return window passed item broken need urgent assistance,98,10
TKT-3687,Error message appears every time I try to save Thank you for your help.,Technical Support,Medium,Phone,Neutral,Resolved,51.07,61.73,3,14,71,error message appears every time try save thank help,71,9
TKT-3688,"Hi team, Can I expedite the shipping on my recent order Please let me know what steps I should take.",Shipping & Delivery,High,Email,Negative,Escalated,0.5,8.64,1,20,100,team expedite shipping recent order please let know step take,100,10
TKT-3689,"Hi, The website is showing a 500 internal server error Looking forward to your prompt response.",Technical Support,Low,Email,Positive,Resolved,73.85,97.36,4,16,95,website showing internal server error looking forward prompt response,95,9
TKT-3690,"Hi, I want to change the delivery address for my order",Shipping & Delivery,High,Phone,Negative,Resolved,7.06,32.27,5,11,54,want change delivery address order,54,5
TKT-3691,The courier left my package in the wrong location Please let me know what steps I should take.,Shipping & Delivery,High,Web Form,Negative,Resolved,3.12,31.51,3,18,94,courier left package wrong location please let know step take,94,10
TKT-3692,"Hi there, My account has been locked and I cannot access it Please let me know what steps I should take.",Account Management,Medium,Web Form,Negative,Resolved,36.92,113.9,4,21,104,account locked cannot access please let know step take,104,9
TKT-3693,"Dear Support, I received a damaged item in my shipment This is affecting my work significantly.",Shipping & Delivery,Medium,Chat,Negative,Pending,48.38,90.05,4,16,95,dear support received damaged item shipment affecting work significantly,95,9
TKT-3694,"Good day, I need a copy of my tax invoice for last year Please let me know what steps I should take.",Billing & Payments,Low,Chat,Positive,Resolved,36.64,49.25,5,22,100,good day need copy tax invoice last year please let know step take,100,13
TKT-3695,"Dear Support, I want to upgrade my plan but billing is confusing Please let me know what steps I should take.",Billing & Payments,Medium,Chat,Neutral,Resolved,0.73,6.56,5,21,109,dear support want upgrade plan billing confusing please let know step take,109,12
TKT-3696,"Hi, The mobile app is very slow and unresponsive This is affecting my work significantly.",Technical Support,Low,Email,Neutral,Pending,13.81,15.49,2,15,89,mobile app slow unresponsive affecting work significantly,89,7
TKT-3697,"Hello, The software is not compatible with my operating system Please help me resolve this as soon as possible.",Technical Support,Medium,Web Form,Positive,Pending,1.33,169.86,2,19,111,hello software compatible operating system please help resolve soon possible,111,10
TKT-3698,"To whom it may concern, Can I exchange the product for a different size I have been waiting for a while now.",Returns & Refunds,Low,Chat,Positive,Resolved,9.69,140.17,5,22,108,may concern exchange product different size waiting,108,7
TKT-3699,Subscription fee was deducted twice this month Please let me know what steps I should take.,Billing & Payments,Medium,Email,Negative,Escalated,4.39,26.79,1,16,91,subscription fee deducted twice month please let know step take,91,10
TKT-3700,"Hi team, My refund has not been processed after two weeks Please let me know what steps I should take.",Returns & Refunds,Medium,Chat,Neutral,Pending,10.35,14.7,3,20,102,team refund processed two week please let know step take,102,10
TKT-3701,"Hi, I forgot my password and need to reset it I have been waiting for a while now.",Account Management,Medium,Chat,Neutral,Escalated,0.5,21.3,3,18,82,forgot password need reset waiting,82,5
TKT-3702,"Hi there, The export function produces corrupt files Looking forward to your prompt response.",Technical Support,High,Chat,Negative,Resolved,3.32,110.83,5,14,93,export function produce corrupt file looking forward prompt response,93,9
TKT-3703,I forgot my password and need to reset it I need urgent assistance with this.,Account Management,Medium,Phone,Neutral,Resolved,8.2,196.77,4,15,77,forgot password need reset need urgent assistance,77,6
TKT-3704,"Hi team, My store credit was not applied to my account Please let me know what steps I should take.",Returns & Refunds,Low,Email,Negative,Resolved,10.48,107.32,4,20,99,team store credit applied account please let know step take,99,10
TKT-3705,The replacement item also arrived damaged This is affecting my work significantly.,Returns & Refunds,Low,Web Form,Negative,Resolved,16.61,105.49,4,12,82,replacement item also arrived damaged affecting work significantly,82,8
TKT-3706,"To whom it may concern, What are the system requirements for your software Please let me know what steps I should take.",Product Information,High,Email,Negative,Escalated,2.37,16.01,1,22,119,may concern system requirement software please let know step take,119,10
TKT-3707,"Hi team, I cannot install the application on my laptop Looking forward to your prompt response.",Technical Support,Medium,Web Form,Negative,Resolved,0.7,46.25,4,16,95,team cannot install application laptop looking forward prompt response,95,9
TKT-3708,"Hi team, What are the system requirements for your software I have been waiting for a while now.",Product Information,Medium,Web Form,Negative,Resolved,14.1,24.89,5,18,96,team system requirement software waiting,96,5
TKT-3709,"Hello, Error message appears every time I try to save",Technical Support,Medium,Web Form,Negative,Resolved,12.15,17.62,5,10,53,hello error message appears every time try save,53,8
TKT-3710,"Dear Support, Error message appears every time I try to save Looking forward to your prompt response.",Technical Support,Low,Email,Neutral,Resolved,5.71,61.06,4,17,101,dear support error message appears every time try save looking forward prompt response,101,13
TKT-3711,"Dear team, I cannot install the application on my laptop Looking forward to your prompt response.",Technical Support,Medium,Phone,Neutral,Pending,5.32,82.0,3,16,97,dear team cannot install application laptop looking forward prompt response,97,10
TKT-3712,"Hi, I was denied a refund but the product is faulty Please let me know what steps I should take.",Returns & Refunds,High,Web Form,Neutral,Resolved,6.91,8.49,4,20,96,denied refund product faulty please let know step take,96,9
TKT-3713,"Hi team, The website is showing a 500 internal server error This is affecting my work significantly.",Technical Support,Medium,Email,Negative,Pending,6.74,10.43,2,17,100,team website showing internal server error affecting work significantly,100,9
TKT-3714,"Hello, I need a refund for the payment made last week Thank you for your help.",Billing & Payments,Low,Phone,Negative,Resolved,1.48,20.06,4,16,78,hello need refund payment made last week thank help,78,9
TKT-3715,"Hi team, Error message appears every time I try to save I need urgent assistance with this.",Technical Support,Medium,Email,Negative,Resolved,0.81,3.79,5,17,91,team error message appears every time try save need urgent assistance,91,11
TKT-3716,"Dear Support, Please process my refund to the original payment method Please help me resolve this as soon as possible.",Returns & Refunds,Medium,Email,Negative,Pending,1.85,52.53,3,20,118,dear support please process refund original payment method please help resolve soon possible,118,12
TKT-3717,"Hi team, I received a damaged item in my shipment Thank you for your help.",Shipping & Delivery,Medium,Email,Positive,Resolved,0.5,9.91,4,15,74,team received damaged item shipment thank help,74,7
TKT-3718,"Hi, My invoice shows incorrect amount, please fix it Please help me resolve this as soon as possible.",Billing & Payments,Low,Chat,Positive,Pending,65.4,95.96,3,18,101,invoice show incorrect amount please fix please help resolve soon possible,101,10
TKT-3719,"Hello, My data is not syncing across devices properly Please let me know what steps I should take.",Technical Support,Low,Email,Negative,Resolved,64.35,122.63,5,18,98,hello data syncing across device properly please let know step take,98,11
TKT-3720,"Hi, Dashboard is not loading any data for me Please help me resolve this as soon as possible.",Technical Support,Medium,Phone,Neutral,Resolved,10.01,103.43,3,18,93,dashboard loading data please help resolve soon possible,93,8
TKT-3721,"To whom it may concern, I need a copy of my tax invoice for last year I need urgent assistance with this.",Billing & Payments,High,Chat,Neutral,Resolved,2.81,4.58,4,22,105,may concern need copy tax invoice last year need urgent assistance,105,10
TKT-3722,"Dear team, The website is showing a 500 internal server error",Technical Support,Medium,Email,Neutral,Resolved,0.5,127.02,5,11,61,dear team website showing internal server error,61,7
TKT-3723,"To whom it may concern, The mobile app is very slow and unresponsive",Technical Support,Medium,Email,Negative,Pending,1.5,90.72,3,13,68,may concern mobile app slow unresponsive,68,6
TKT-3724,"Hi, My data is not syncing across devices properly Please let me know what steps I should take.",Technical Support,High,Email,Negative,Resolved,0.83,1.83,3,18,95,data syncing across device properly please let know step take,95,10
TKT-3725,"Hello, Please process my refund to the original payment method Please help me resolve this as soon as possible.",Returns & Refunds,Medium,Chat,Positive,Resolved,4.99,27.69,4,19,111,hello please process refund original payment method please help resolve soon possible,111,11
TKT-3726,"My invoice shows incorrect amount, please fix it Please let me know what steps I should take.",Billing & Payments,Medium,Email,Negative,Resolved,22.99,48.41,5,17,93,invoice show incorrect amount please fix please let know step take,93,10
TKT-3727,"Hi team, I need a copy of my tax invoice for last year Looking forward to your prompt response.",Billing & Payments,Low,Chat,Negative,Escalated,2.69,165.16,2,19,95,team need copy tax invoice last year looking forward prompt response,95,11
TKT-3728,"Hi, Why was my card declined when making a payment This is affecting my work significantly.",Billing & Payments,High,Email,Positive,Pending,1.01,11.33,2,16,91,card declined making payment affecting work significantly,91,7
TKT-3729,"Dear Support, Does your product comply with GDPR regulations I have been waiting for a while now.",Product Information,Medium,Phone,Negative,Resolved,30.92,37.24,4,17,97,dear support product comply gdpr regulation waiting,97,7
TKT-3730,"Good day, I was denied a refund but the product is faulty Thank you for your help.",Returns & Refunds,Medium,Chat,Neutral,Resolved,0.5,144.24,5,17,82,good day denied refund product faulty thank help,82,8
TKT-3731,"Hello, My store credit was not applied to my account",Returns & Refunds,Medium,Chat,Neutral,Resolved,5.35,27.8,4,10,52,hello store credit applied account,52,5
TKT-3732,"Good day, I cannot log in to my account after the update I need urgent assistance with this.",Technical Support,Low,Email,Negative,Pending,0.8,21.21,4,18,92,good day cannot log account update need urgent assistance,92,9
TKT-3733,"Hello, Please update my personal information in the system I have been waiting for a while now.",Account Management,High,Chat,Negative,Escalated,16.36,20.58,1,17,95,hello please update personal information system waiting,95,7
TKT-3734,"Hello, Please update my payment method to a new card Please help me resolve this as soon as possible.",Billing & Payments,Medium,Email,Neutral,Resolved,11.55,23.16,3,19,101,hello please update payment method new card please help resolve soon possible,101,11
TKT-3735,"Dear Support, The tracking number provided is not working Thank you for your help.",Shipping & Delivery,Critical,Phone,Negative,Escalated,1.15,3.6,1,14,82,dear support tracking number provided working thank help,82,8
TKT-3736,"Dear Support, I need to cancel my order before it is shipped Thank you for your help.",Shipping & Delivery,Low,Email,Neutral,Pending,61.5,114.76,3,17,85,dear support need cancel order shipped thank help,85,8
TKT-3737,"Hi there, Dashboard is not loading any data for me Please let me know what steps I should take.",Technical Support,Low,Email,Neutral,Escalated,8.44,24.29,1,19,95,dashboard loading data please let know step take,95,8
TKT-3738,"Hi there, Please help me delete my account permanently",Account Management,Low,Chat,Negative,Resolved,3.13,119.78,5,9,54,please help delete account permanently,54,5
TKT-3739,"Hi there, Can I exchange the product for a different size I need urgent assistance with this.",Returns & Refunds,Low,Phone,Neutral,Resolved,32.08,199.31,4,17,93,exchange product different size need urgent assistance,93,7
TKT-3740,"Dear Support, I need a refund for the payment made last week I have been waiting for a while now.",Billing & Payments,Medium,Chat,Neutral,Resolved,0.66,45.83,4,20,97,dear support need refund payment made last week waiting,97,9
TKT-3741,"Dear team, The feature stopped working after the last update",Technical Support,High,Web Form,Neutral,Escalated,10.07,28.12,3,10,60,dear team feature stopped working last update,60,7
TKT-3742,"Hi team, My invoice shows incorrect amount, please fix it Please let me know what steps I should take.",Billing & Payments,Medium,Phone,Neutral,Pending,50.71,78.77,2,19,102,team invoice show incorrect amount please fix please let know step take,102,11
TKT-3743,"To whom it may concern, I cannot log in to my account after the update Looking forward to your prompt response.",Technical Support,Medium,Email,Negative,Resolved,9.37,16.08,3,21,111,may concern cannot log account update looking forward prompt response,111,10
TKT-3744,"To whom it may concern, The feature stopped working after the last update I have been waiting for a while now.",Technical Support,Medium,Chat,Negative,Resolved,17.24,127.45,5,21,110,may concern feature stopped working last update waiting,110,8
TKT-3745,"Dear team, Does your product comply with GDPR regulations Thank you for your help.",Product Information,Medium,Phone,Negative,Resolved,12.35,22.69,4,14,82,dear team product comply gdpr regulation thank help,82,8
TKT-3746,"To whom it may concern, I need to schedule a redelivery for my parcel Looking forward to your prompt response.",Shipping & Delivery,Low,Chat,Negative,Resolved,4.15,20.77,5,20,110,may concern need schedule redelivery parcel looking forward prompt response,110,10
TKT-3747,"Hi team, How do I initiate a return for an online purchase Thank you for your help.",Returns & Refunds,High,Email,Negative,Resolved,2.8,10.99,3,17,83,team initiate return online purchase thank help,83,7
TKT-3748,I received the wrong item in my package,Shipping & Delivery,High,Email,Neutral,Resolved,3.32,18.87,4,8,39,received wrong item package,39,4
TKT-3749,"Good day, The delivery estimate keeps getting pushed further Thank you for your help.",Shipping & Delivery,Medium,Web Form,Positive,Escalated,13.8,14.8,2,14,85,good day delivery estimate keep getting pushed thank help,85,9
TKT-3750,"Hi team, The payment gateway keeps showing an error This is affecting my work significantly.",Billing & Payments,Medium,Web Form,Negative,Escalated,0.79,111.08,2,15,92,team payment gateway keep showing error affecting work significantly,92,9
TKT-3751,"Good day, The item I received is defective and I need replacement I have been waiting for a while now.",Returns & Refunds,High,Chat,Neutral,Resolved,0.64,5.94,5,20,102,good day item received defective need replacement waiting,102,8
TKT-3752,"Hi, Why was my card declined when making a payment I have been waiting for a while now.",Billing & Payments,Low,Chat,Neutral,Resolved,139.31,153.02,3,18,87,card declined making payment waiting,87,5
TKT-3753,"Dear Support, I received the wrong item in my package I need urgent assistance with this.",Shipping & Delivery,Critical,Phone,Negative,Resolved,1.07,5.45,4,16,89,dear support received wrong item package need urgent assistance,89,9
TKT-3754,"To whom it may concern, Please update my payment method to a new card Looking forward to your prompt response.",Billing & Payments,Critical,Chat,Positive,Resolved,0.6,8.23,4,20,110,may concern please update payment method new card looking forward prompt response,110,12
TKT-3755,"Dear Support, My account shows wrong subscription plan Thank you for your help.",Account Management,Low,Web Form,Neutral,Resolved,21.94,94.64,5,13,79,dear support account show wrong subscription plan thank help,79,9
TKT-3756,"Good day, My data is not syncing across devices properly Please help me resolve this as soon as possible.",Technical Support,High,Web Form,Negative,Resolved,5.27,21.52,5,19,105,good day data syncing across device properly please help resolve soon possible,105,12
TKT-3757,"Hello, My refund has not been processed after two weeks Looking forward to your prompt response.",Returns & Refunds,High,Email,Negative,Escalated,2.75,13.18,1,16,96,hello refund processed two week looking forward prompt response,96,9
TKT-3758,"Hi, Is there an API available for custom integrations Thank you for your help.",Product Information,High,Web Form,Negative,Pending,1.2,17.16,3,14,78,api available custom integration thank help,78,6
TKT-3759,"Hello, I forgot my password and need to reset it I need urgent assistance with this.",Account Management,Medium,Chat,Neutral,Pending,20.91,49.29,2,16,84,hello forgot password need reset need urgent assistance,84,7
TKT-3760,"Dear Support, Do you offer any educational or nonprofit discounts Please help me resolve this as soon as possible.",Product Information,Medium,Email,Neutral,Escalated,50.94,192.61,3,19,114,dear support offer educational nonprofit discount please help resolve soon possible,114,11
TKT-3761,"Dear Support, I keep getting disconnected from the server I need urgent assistance with this.",Technical Support,Medium,Email,Negative,Resolved,3.05,107.66,3,15,93,dear support keep getting disconnected server need urgent assistance,93,9
TKT-3762,"Hi, I cannot log in to my account after the update Thank you for your help.",Technical Support,Medium,Email,Positive,Resolved,23.55,55.74,5,16,75,cannot log account update thank help,75,6
TKT-3763,"Dear team, The website is showing a 500 internal server error Looking forward to your prompt response.",Technical Support,Medium,Chat,Negative,Resolved,10.31,34.14,5,17,102,dear team website showing internal server error looking forward prompt response,102,11
TKT-3764,"Hi there, Please process my refund to the original payment method",Returns & Refunds,Medium,Email,Negative,Pending,12.6,20.62,3,11,65,please process refund original payment method,65,6
TKT-3765,"To whom it may concern, Is there an API available for custom integrations",Product Information,Medium,Email,Negative,Resolved,0.96,19.25,5,13,73,may concern api available custom integration,73,6
TKT-3766,"Hi, My store credit was not applied to my account Please let me know what steps I should take.",Returns & Refunds,High,Email,Negative,Pending,0.5,1.5,4,19,94,store credit applied account please let know step take,94,9
TKT-3767,"Hi, I need a refund for the payment made last week Please help me resolve this as soon as possible.",Billing & Payments,High,Chat,Negative,Resolved,12.69,13.69,5,20,99,need refund payment made last week please help resolve soon possible,99,11
TKT-3768,The tracking number provided is not working Looking forward to your prompt response.,Shipping & Delivery,Medium,Email,Positive,Pending,15.37,59.64,3,13,84,tracking number provided working looking forward prompt response,84,8
TKT-3769,"Hi team, I was billed after cancelling my account",Billing & Payments,High,Phone,Negative,Resolved,3.56,4.56,5,9,49,team billed cancelling account,49,4
TKT-3770,"Hi there, The courier left my package in the wrong location Please let me know what steps I should take.",Shipping & Delivery,Medium,Chat,Negative,Pending,8.5,27.85,3,20,104,courier left package wrong location please let know step take,104,10
TKT-3771,"Hi team, How do I initiate a return for an online purchase Looking forward to your prompt response.",Returns & Refunds,High,Chat,Negative,Resolved,21.99,32.86,5,18,99,team initiate return online purchase looking forward prompt response,99,9
TKT-3772,Please help me delete my account permanently Thank you for your help.,Account Management,High,Phone,Neutral,Resolved,2.77,12.92,5,12,69,please help delete account permanently thank help,69,6
TKT-3773,"Good day, The export function produces corrupt files Thank you for your help.",Technical Support,High,Email,Neutral,Resolved,2.83,7.86,4,13,77,good day export function produce corrupt file thank help,77,9
TKT-3774,"Good day, My order has not arrived yet and it is overdue Thank you for your help.",Shipping & Delivery,Low,Chat,Negative,Resolved,13.18,37.25,5,17,81,good day order arrived yet overdue thank help,81,8
TKT-3775,The export function produces corrupt files I need urgent assistance with this.,Technical Support,Low,Chat,Negative,Escalated,50.18,59.78,1,12,78,export function produce corrupt file need urgent assistance,78,8
TKT-3776,"Dear team, I sent the return package but got no confirmation I have been waiting for a while now.",Returns & Refunds,Medium,Chat,Positive,Resolved,13.3,113.59,3,19,97,dear team sent return package got confirmation waiting,97,8
TKT-3777,"Hi team, The replacement item also arrived damaged Thank you for your help.",Returns & Refunds,Medium,Phone,Neutral,Resolved,7.03,8.03,5,13,75,team replacement item also arrived damaged thank help,75,8
TKT-3778,"To whom it may concern, The application keeps crashing when I open it Thank you for your help.",Technical Support,High,Email,Negative,Resolved,1.0,4.21,4,18,94,may concern application keep crashing open thank help,94,8
TKT-3779,"Hello, The mobile app is very slow and unresponsive I need urgent assistance with this.",Technical Support,Critical,Email,Negative,Resolved,0.5,3.43,4,15,87,hello mobile app slow unresponsive need urgent assistance,87,8
TKT-3780,"To whom it may concern, Please update my payment method to a new card Please help me resolve this as soon as possible.",Billing & Payments,Medium,Email,Negative,Resolved,0.5,10.92,3,23,118,may concern please update payment method new card please help resolve soon possible,118,12
